city,location,number,first,last
Concord,"Nebraska, Dixon",158,1,8
Cairo,"Nebraska, Hall",796,7,6
Fairmont,"Nebraska, Fillmore",531,5,1
Elwood,"Nebraska, Gosper",698,6,8
Newman Grove,"Nebraska, Madison",717,7,7
Manley,"Nebraska, Cass",167,1,7
Elmwood,"Nebraska, Cass",648,6,8
West Point,"Nebraska, Cuming",3156,3,6
Jackson,"Nebraska, Dakota",206,2,6
Gibbon,"Nebraska, Buffalo",1890,1,0
Cozad,"Nebraska, Dawson",3706,3,6
Douglas,"Nebraska, Otoe",178,1,8
Obert,"Nebraska, Cedar",22,2,2
Waterloo,"Nebraska, Douglas",916,9,6
Surprise,"Nebraska, Butler",41,4,1
Elyria,"Nebraska, Valley",50,5,0
Eagle,"Nebraska, Cass",1083,1,3
Lawrence,"Nebraska, Nuckolls",289,2,9
Hyannis,"Nebraska, Grant",192,1,2
Scottsbluff,"Nebraska, Scotts Bluff",25662,2,2
Wymore,"Nebraska, Gage",1384,1,4
Ord,"Nebraska, Valley",2103,2,3
Anselmo,"Nebraska, Custer",140,1,0
Doniphan,"Nebraska, Hall",844,8,4
Creston,"Nebraska, Platte",203,2,3
Loretto,"Nebraska, Boone",35,3,5
Gordon,"Nebraska, Sheridan",1545,1,5
Nickerson,"Nebraska, Dodge",363,3,3
Tamora,"Nebraska, Seward",78,7,8
Humphrey,"Nebraska, Platte",806,8,6
Leshara,"Nebraska, Saunders",114,1,4
Belmar,"Nebraska, Keith",124,1,4
Lyons,"Nebraska, Burt",805,8,5
Humboldt,"Nebraska, Richardson",813,8,3
Holbrook,"Nebraska, Furnas",198,1,8
Potter,"Nebraska, Cheyenne",320,3,0
Ong,"Nebraska, Clay",61,6,1
Valentine,"Nebraska, Cherry",2758,2,8
Hebron,"Nebraska, Thayer",1511,1,1
Bradshaw,"Nebraska, York",272,2,2
Sutherland,"Nebraska, Lincoln",1346,1,6
Woodland Hills,"Nebraska, Otoe",127,1,7
Brock,"Nebraska, Nemaha",107,1,7
Elba,"Nebraska, Howard",224,2,4
Clatonia,"Nebraska, Gage",222,2,2
Benedict,"Nebraska, York",232,2,2
Arlington,"Nebraska, Washington",1281,1,1
Lewellen,"Nebraska, Garden",211,2,1
Bennington,"Nebraska, Douglas",1523,1,3
Sargent,"Nebraska, Custer",506,5,6
Milligan,"Nebraska, Fillmore",271,2,1
Nelson,"Nebraska, Nuckolls",459,4,9
Friend,"Nebraska, Saline",984,9,4
Geneva,"Nebraska, Fillmore",2122,2,2
Western,"Nebraska, Saline",234,2,4
Loup City,"Nebraska, Sherman",1009,1,9
McCool Junction,"Nebraska, York",426,4,6
Greenwood,"Nebraska, Cass",586,5,6
Inland,"Nebraska, Clay",45,4,5
Brady,"Nebraska, Lincoln",417,4,7
Bee,"Nebraska, Seward",187,1,7
Garrison,"Nebraska, Butler",52,5,2
Venango,"Nebraska, Perkins",162,1,2
Bazile Mills,"Nebraska, Knox",29,2,9
Bartley,"Nebraska, Red Willow",269,2,9
North Bend,"Nebraska, Dodge",1256,1,6
Julian,"Nebraska, Nemaha",55,5,5
Preston,"Nebraska, Richardson",26,2,6
Hershey,"Nebraska, Lincoln",662,6,2
Nehawka,"Nebraska, Cass",208,2,8
Hallam,"Nebraska, Lancaster",240,2,0
Thayer,"Nebraska, York",61,6,1
Allen,"Nebraska, Dixon",359,3,9
Fairbury,"Nebraska, Jefferson",3678,3,8
Niobrara,"Nebraska, Knox",346,3,6
Elm Creek,"Nebraska, Buffalo",955,9,5
Table Rock,"Nebraska, Pawnee",258,2,8
Lindy,"Nebraska, Knox",20,2,0
Bladen,"Nebraska, Webster",221,2,1
Primrose,"Nebraska, Boone",60,6,0
Shelby,"Nebraska, Polk",707,7,7
Lushton,"Nebraska, York",30,3,0
Martinsburg,"Nebraska, Dixon",90,9,0
Parks,"Nebraska, Dundy",25,2,5
Phillips,"Nebraska, Hamilton",293,2,3
Clearwater,"Nebraska, Antelope",405,4,5
Ericson,"Nebraska, Wheeler",94,9,4
Belvidere,"Nebraska, Thayer",46,4,6
Juniata,"Nebraska, Adams",826,8,6
Grand Island,"Nebraska, Hall",53424,5,4
Norman,"Nebraska, Kearney",42,4,2
Brownlee,"Nebraska, Cherry",5,5,5
Tekamah,"Nebraska, Burt",1723,1,3
Wauneta,"Nebraska, Chase",574,5,4
Wahoo,"Nebraska, Saunders",4412,4,2
Trumbull,"Nebraska, Clay",197,1,7
Herman,"Nebraska, Washington",263,2,3
Staplehurst,"Nebraska, Seward",233,2,3
Tilden,"Nebraska, Madison",932,9,2
Sutton,"Nebraska, Clay",1429,1,9
Riverdale,"Nebraska, Buffalo",182,1,2
Wilcox,"Nebraska, Kearney",348,3,8
Nemaha,"Nebraska, Nemaha",141,1,1
Rogers,"Nebraska, Colfax",91,9,1
Huntley,"Nebraska, Harlan",44,4,4
Cedar Bluffs,"Nebraska, Saunders",587,5,7
Chester,"Nebraska, Thayer",223,2,3
Holstein,"Nebraska, Adams",240,2,0
Madison,"Nebraska, Madison",2359,2,9
Westerville,"Nebraska, Custer",6,6,6
Hamlet,"Nebraska, Hayes",53,5,3
Pleasanton,"Nebraska, Buffalo",347,3,7
White Clay,"Nebraska, Sheridan",0,0,0
Orleans,"Nebraska, Harlan",383,3,3
Duncan,"Nebraska, Platte",363,3,3
Fullerton,"Nebraska, Nance",1262,1,2
Fontanelle,"Nebraska, Washington",23,2,3
Wayne,"Nebraska, Wayne",5394,5,4
Lorenzo,"Nebraska, Cheyenne",18,1,8
Yutan,"Nebraska, Saunders",1261,1,1
Alda,"Nebraska, Hall",660,6,0
Bruno,"Nebraska, Butler",93,9,3
Dodge,"Nebraska, Dodge",597,5,7
North Loup,"Nebraska, Valley",293,2,3
Hay Springs,"Nebraska, Sheridan",545,5,5
St. Helena,"Nebraska, Cedar",92,9,2
Culbertson,"Nebraska, Hitchcock",577,5,7
Hooper,"Nebraska, Dodge",826,8,6
Crab Orchard,"Nebraska, Johnson",37,3,7
Emmet,"Nebraska, Holt",47,4,7
Cedar Creek,"Nebraska, Cass",402,4,2
Stapleton,"Nebraska, Logan",306,3,6
Dakota City,"Nebraska, Dakota",1860,1,0
Lexington,"Nebraska, Dawson",10252,1,2
Osceola,"Nebraska, Polk",865,8,5
Prosser,"Nebraska, Adams",72,7,2
Brownville,"Nebraska, Nemaha",125,1,5
Inavale,"Nebraska, Webster",51,5,1
Prague,"Nebraska, Saunders",304,3,4
Byron,"Nebraska, Thayer",80,8,0
Coleridge,"Nebraska, Cedar",453,4,3
Chambers,"Nebraska, Holt",258,2,8
Springview,"Nebraska, Keya Paha",231,2,1
Battle Creek,"Nebraska, Madison",1201,1,1
Brewster,"Nebraska, Blaine",17,1,7
Plymouth,"Nebraska, Jefferson",386,3,6
Unadilla,"Nebraska, Otoe",321,3,1
Bayard,"Nebraska, Morrill",1140,1,0
Aten,"Nebraska, Cedar",57,5,7
Lamar,"Nebraska, Chase",23,2,3
Brainard,"Nebraska, Butler",317,3,7
Boys Town,"Nebraska, Douglas",644,6,4
O'Neill,"Nebraska, Holt",3611,3,1
Tobias,"Nebraska, Saline",106,1,6
York,"Nebraska, York",7726,7,6
Harvard,"Nebraska, Clay",966,9,6
Butte,"Nebraska, Boyd",308,3,8
Ames,"Nebraska, Dodge",64,6,4
Swanton,"Nebraska, Saline",93,9,3
Winside,"Nebraska, Wayne",415,4,5
Bristow,"Nebraska, Boyd",61,6,1
Edgar,"Nebraska, Clay",451,4,1
Cowles,"Nebraska, Webster",28,2,8
Stratton,"Nebraska, Hitchcock",333,3,3
Offutt AFB,"Nebraska, Sarpy",5142,5,2
Endicott,"Nebraska, Jefferson",127,1,7
Seneca,"Nebraska, Thomas",66,6,6
Stockville,"Nebraska, Frontier",24,2,4
Malcolm,"Nebraska, Lancaster",399,3,9
Paxton,"Nebraska, Keith",497,4,7
Eddyville,"Nebraska, Dawson",95,9,5
Colon,"Nebraska, Saunders",104,1,4
Marquette,"Nebraska, Hamilton",232,2,2
Reynolds,"Nebraska, Jefferson",67,6,7
Oakland,"Nebraska, Burt",1183,1,3
Bellwood,"Nebraska, Butler",418,4,8
Falls City,"Nebraska, Richardson",4001,4,1
Lyman,"Nebraska, Scotts Bluff",331,3,1
Bertrand,"Nebraska, Phelps",711,7,1
Pleasant Dale,"Nebraska, Seward",210,2,0
Craig,"Nebraska, Burt",190,1,0
St. Edward,"Nebraska, Boone",681,6,1
Morse Bluff,"Nebraska, Saunders",137,1,7
Moorefield,"Nebraska, Frontier",30,3,0
Cornlea,"Nebraska, Platte",36,3,6
Dorchester,"Nebraska, Saline",581,5,1
Waterbury,"Nebraska, Dixon",69,6,9
Whitney,"Nebraska, Dawes",74,7,4
Atlanta,"Nebraska, Phelps",131,1,1
Funk,"Nebraska, Phelps",185,1,5
Homer,"Nebraska, Dakota",528,5,8
Pierce,"Nebraska, Pierce",1729,1,9
Broken Bow,"Nebraska, Custer",3523,3,3
Pilger,"Nebraska, Stanton",365,3,5
Arnold,"Nebraska, Custer",576,5,6
Alvo,"Nebraska, Cass",135,1,5
Omaha,"Nebraska, Douglas",827786,8,6
Davenport,"Nebraska, Thayer",283,2,3
Carleton,"Nebraska, Thayer",87,8,7
Kimball,"Nebraska, Kimball",2361,2,1
Elgin,"Nebraska, Antelope",622,6,2
Ulysses,"Nebraska, Butler",160,1,0
Elk Creek,"Nebraska, Johnson",95,9,5
Hendley,"Nebraska, Furnas",23,2,3
Plattsmouth,"Nebraska, Cass",6544,6,4
Lakeview,"Nebraska, Platte",373,3,3
Monroe,"Nebraska, Platte",286,2,6
Howard City,"Nebraska, Howard",188,1,8
Loomis,"Nebraska, Phelps",376,3,6
Hubbard,"Nebraska, Dakota",223,2,3
Tecumseh,"Nebraska, Johnson",1640,1,0
Broadwater,"Nebraska, Morrill",121,1,1
Utica,"Nebraska, Seward",836,8,6
Sterling,"Nebraska, Johnson",464,4,4
Raymond,"Nebraska, Lancaster",183,1,3
Linwood,"Nebraska, Butler",84,8,4
Grafton,"Nebraska, Fillmore",121,1,1
Blair,"Nebraska, Washington",7943,7,3
Talmage,"Nebraska, Otoe",241,2,1
Ainsworth,"Nebraska, Brown",1649,1,9
Merna,"Nebraska, Custer",368,3,8
Beaver City,"Nebraska, Furnas",577,5,7
Bartlett,"Nebraska, Wheeler",118,1,8
Center,"Nebraska, Knox",89,8,9
Harrisburg,"Nebraska, Banner",68,6,8
South Bend,"Nebraska, Cass",102,1,2
Bow Valley,"Nebraska, Cedar",89,8,9
Fort Calhoun,"Nebraska, Washington",941,9,1
Platte Center,"Nebraska, Platte",335,3,5
Papillion,"Nebraska, Sarpy",19539,1,9
Pawnee City,"Nebraska, Pawnee",824,8,4
Chappell,"Nebraska, Deuel",900,9,0
Spencer,"Nebraska, Boyd",428,4,8
Hordville,"Nebraska, Hamilton",146,1,6
Hastings,"Nebraska, Adams",24391,2,1
McLean,"Nebraska, Pierce",36,3,6
Rushville,"Nebraska, Sheridan",873,8,3
Crofton,"Nebraska, Knox",677,6,7
Comstock,"Nebraska, Custer",90,9,0
South Sioux City,"Nebraska, Dakota",12911,1,1
Bloomfield,"Nebraska, Knox",955,9,5
Bancroft,"Nebraska, Cuming",480,4,0
Shubert,"Nebraska, Richardson",139,1,9
Harrison,"Nebraska, Sioux",230,2,0
Campbell,"Nebraska, Franklin",303,3,3
Laurel,"Nebraska, Cedar",927,9,7
Ithaca,"Nebraska, Saunders",148,1,8
Brule,"Nebraska, Keith",311,3,1
Gretna,"Nebraska, Sarpy",5062,5,2
Denton,"Nebraska, Lancaster",204,2,4
Deshler,"Nebraska, Thayer",739,7,9
Lodgepole,"Nebraska, Cheyenne",301,3,1
Royal,"Nebraska, Antelope",59,5,9
Sholes,"Nebraska, Wayne",20,2,0
Clay Center,"Nebraska, Clay",723,7,3
Wynot,"Nebraska, Cedar",179,1,9
Dixon,"Nebraska, Dixon",83,8,3
Cortland,"Nebraska, Gage",474,4,4
Minatare,"Nebraska, Scotts Bluff",803,8,3
Oakdale,"Nebraska, Antelope",297,2,7
Gering,"Nebraska, Scotts Bluff",8319,8,9
Fremont,"Nebraska, Dodge",27533,2,3
Virginia,"Nebraska, Gage",58,5,8
Roseland,"Nebraska, Adams",265,2,5
Newcastle,"Nebraska, Dixon",341,3,1
Arapahoe,"Nebraska, Furnas",992,9,2
Lincoln,"Nebraska, Lancaster",285118,2,8
Adams,"Nebraska, Gage",614,6,4
Howells,"Nebraska, Colfax",552,5,2
Rockville,"Nebraska, Sherman",104,1,4
Arthur,"Nebraska, Arthur",116,1,6
Pender,"Nebraska, Thurston",1100,1,0
Plainview,"Nebraska, Pierce",1196,1,6
Martin,"Nebraska, Keith",90,9,0
Wann,"Nebraska, Saunders",76,7,6
Kearney,"Nebraska, Buffalo",34386,3,6
Page,"Nebraska, Holt",161,1,1
Creighton,"Nebraska, Knox",1102,1,2
Madrid,"Nebraska, Perkins",232,2,2
Lebanon,"Nebraska, Red Willow",76,7,6
Tarnov,"Nebraska, Platte",46,4,6
Blue Hill,"Nebraska, Webster",870,8,0
Indianola,"Nebraska, Red Willow",552,5,2
Gross,"Nebraska, Boyd",2,2,2
Dunbar,"Nebraska, Otoe",192,1,2
Polk,"Nebraska, Polk",315,3,5
Wausa,"Nebraska, Knox",590,5,0
Cody,"Nebraska, Cherry",156,1,6
Saronville,"Nebraska, Clay",45,4,5
Keystone,"Nebraska, Keith",36,3,6
Sarben,"Nebraska, Keith",96,9,6
Murdock,"Nebraska, Cass",241,2,1
Republican City,"Nebraska, Harlan",157,1,7
Steinauer,"Nebraska, Pawnee",72,7,2
Columbus,"Nebraska, Platte",23123,2,3
Champion,"Nebraska, Chase",73,7,3
Woodland Park,"Nebraska, Stanton",1738,1,8
Trenton,"Nebraska, Hitchcock",550,5,0
Overland,"Nebraska, Hamilton",114,1,4
Odessa,"Nebraska, Buffalo",79,7,9
Macy,"Nebraska, Thurston",998,9,8
Burr,"Nebraska, Otoe",58,5,8
Pickrell,"Nebraska, Gage",191,1,1
Wood River,"Nebraska, Hall",1350,1,0
Decatur,"Nebraska, Burt",467,4,7
Glenvil,"Nebraska, Clay",293,2,3
Johnstown,"Nebraska, Brown",61,6,1
Genoa,"Nebraska, Nance",956,9,6
Palisade,"Nebraska, Hitchcock",340,3,0
Barada,"Nebraska, Richardson",23,2,3
Holdrege,"Nebraska, Phelps",5286,5,6
Union,"Nebraska, Cass",239,2,9
Melbeta,"Nebraska, Scotts Bluff",110,1,0
Stuart,"Nebraska, Holt",584,5,4
Kilgore,"Nebraska, Cherry",78,7,8
Dwight,"Nebraska, Butler",195,1,5
Cambridge,"Nebraska, Furnas",1040,1,0
Clinton,"Nebraska, Sheridan",40,4,0
La Vista,"Nebraska, Sarpy",17116,1,6
Maxwell,"Nebraska, Lincoln",299,2,9
Gresham,"Nebraska, York",217,2,7
Schuyler,"Nebraska, Colfax",6256,6,6
Osmond,"Nebraska, Pierce",749,7,9
Eustis,"Nebraska, Frontier",375,3,5
Burton,"Nebraska, Keya Paha",10,1,0
Upland,"Nebraska, Franklin",135,1,5
Blue Springs,"Nebraska, Gage",317,3,7
Lemoyne,"Nebraska, Keith",110,1,0
Shickley,"Nebraska, Fillmore",326,3,6
Waco,"Nebraska, York",240,2,0
Ponca,"Nebraska, Dixon",933,9,3
Snyder,"Nebraska, Dodge",291,2,1
Long Pine,"Nebraska, Brown",296,2,6
Imperial,"Nebraska, Chase",2062,2,2
Atkinson,"Nebraska, Holt",1251,1,1
Tryon,"Nebraska, McPherson",95,9,5
Bloomington,"Nebraska, Franklin",98,9,8
Valley,"Nebraska, Douglas",2271,2,1
Ewing,"Nebraska, Holt",375,3,5
Danbury,"Nebraska, Red Willow",97,9,7
Wolbach,"Nebraska, Greeley",257,2,7
Heartwell,"Nebraska, Kearney",69,6,9
Lisco,"Nebraska, Garden",51,5,1
Wisner,"Nebraska, Cuming",1180,1,0
Hayes Center,"Nebraska, Hayes",196,1,6
Maywood,"Nebraska, Frontier",250,2,0
Memphis,"Nebraska, Saunders",112,1,2
Lorton,"Nebraska, Otoe",43,4,3
Naponee,"Nebraska, Franklin",100,1,0
McGrew,"Nebraska, Scotts Bluff",103,1,3
Riverton,"Nebraska, Franklin",84,8,4
Beemer,"Nebraska, Cuming",662,6,2
Glenwood,"Nebraska, Buffalo",440,4,0
Gothenburg,"Nebraska, Dawson",3415,3,5
Nenzel,"Nebraska, Cherry",20,2,0
Beatrice,"Nebraska, Gage",12242,1,2
Weston,"Nebraska, Saunders",327,3,7
Berea,"Nebraska, Box Butte",16,1,6
Salem,"Nebraska, Richardson",104,1,4
Benkelman,"Nebraska, Dundy",840,8,0
Dawson,"Nebraska, Richardson",136,1,6
Palmyra,"Nebraska, Otoe",563,5,3
Du Bois,"Nebraska, Pawnee",140,1,0
Ravenna,"Nebraska, Buffalo",1373,1,3
Randolph,"Nebraska, Cedar",912,9,2
Oak,"Nebraska, Nuckolls",63,6,3
Kenesaw,"Nebraska, Adams",970,9,0
Gilead,"Nebraska, Thayer",38,3,8
Verdigre,"Nebraska, Knox",542,5,2
Valparaiso,"Nebraska, Saunders",544,5,4
Axtell,"Nebraska, Kearney",743,7,3
Burchard,"Nebraska, Pawnee",76,7,6
Johnson,"Nebraska, Nemaha",325,3,5
Bellevue,"Nebraska, Sarpy",53424,5,4
Overton,"Nebraska, Dawson",570,5,0
Garland,"Nebraska, Seward",216,2,6
Walton,"Nebraska, Lancaster",259,2,9
Ashton,"Nebraska, Sherman",189,1,9
Hoskins,"Nebraska, Wayne",290,2,0
Belden,"Nebraska, Cedar",110,1,0
Verdel,"Nebraska, Knox",31,3,1
Hadar,"Nebraska, Pierce",298,2,8
Elsie,"Nebraska, Perkins",106,1,6
Yankee Hill,"Nebraska, Lancaster",288,2,8
Jansen,"Nebraska, Jefferson",114,1,4
De Witt,"Nebraska, Saline",508,5,8
Trenton,"Tennessee, Gibson",3678,3,8
Beersheba Springs,"Tennessee, Grundy",459,4,9
Oliver Springs,"Tennessee, Roane",3255,3,5
Paris,"Tennessee, Henry",10576,1,6
Walterhill,"Tennessee, Rutherford",250,2,0
Stanton,"Tennessee, Haywood",428,4,8
Forest Hills,"Tennessee, Davidson",4929,4,9
McMinnville,"Tennessee, Warren",15449,1,9
Berry Hill,"Tennessee, Davidson",526,5,6
White Pine,"Tennessee, Jefferson",3176,3,6
Sneedville,"Tennessee, Hancock",1346,1,6
Oak Ridge,"Tennessee, Anderson",29096,2,6
Brownsville,"Tennessee, Haywood",9206,9,6
Hornsby,"Tennessee, Hardeman",266,2,6
Soddy-Daisy,"Tennessee, Hamilton",13693,1,3
Niota,"Tennessee, McMinn",722,7,2
Gallatin,"Tennessee, Sumner",37351,3,1
Robbins,"Tennessee, Scott",197,1,7
Luttrell,"Tennessee, Union",1057,1,7
Rockford,"Tennessee, Blount",855,8,5
Powells Crossroads,"Tennessee, Marion",1305,1,5
Henry,"Tennessee, Henry",472,4,2
Hohenwald,"Tennessee, Lewis",3551,3,1
Louisville,"Tennessee, Blount",4142,4,2
Surgoinsville,"Tennessee, Hawkins",1774,1,4
Hillsboro,"Tennessee, Coffee",325,3,5
La Follette,"Tennessee, Campbell",19220,1,0
Medon,"Tennessee, Madison",164,1,4
Piperton,"Tennessee, Fayette",1715,1,5
Bluff City,"Tennessee, Sullivan",1664,1,4
South Carthage,"Tennessee, Smith",1351,1,1
Viola,"Tennessee, Warren",133,1,3
Dickson,"Tennessee, Dickson",17085,1,5
Newport,"Tennessee, Cocke",11343,1,3
Bells,"Tennessee, Crockett",4838,4,8
Milan,"Tennessee, Gibson",7253,7,3
Mason,"Tennessee, Tipton",1575,1,5
Decatur,"Tennessee, Meigs",1633,1,3
Sewanee,"Tennessee, Franklin",2377,2,7
Riceville,"Tennessee, McMinn",943,9,3
Baneberry,"Tennessee, Jefferson",519,5,9
Harrogate,"Tennessee, Claiborne",4310,4,0
Ethridge,"Tennessee, Lawrence",480,4,0
Mowbray Mountain,"Tennessee, Hamilton",1543,1,3
Kenton,"Tennessee, Obion",1211,1,1
Greenbrier,"Tennessee, Robertson",6842,6,2
Grand Junction,"Tennessee, Hardeman",273,2,3
Huntingdon,"Tennessee, Carroll",3830,3,0
Kingsport,"Tennessee, Sullivan",118001,1,1
Tracy City,"Tennessee, Grundy",1402,1,2
Morristown,"Tennessee, Hamblen",60316,6,6
Greenback,"Tennessee, Loudon",1138,1,8
Bradford,"Tennessee, Gibson",982,9,2
Decherd,"Tennessee, Franklin",2382,2,2
Dover,"Tennessee, Stewart",1455,1,5
Hendersonville,"Tennessee, Sumner",57517,5,7
Liberty,"Tennessee, DeKalb",325,3,5
Tusculum,"Tennessee, Greene",2691,2,1
Burlison,"Tennessee, Tipton",406,4,6
Lexington,"Tennessee, Henderson",6573,6,3
Sale Creek,"Tennessee, Hamilton",2596,2,6
Finger,"Tennessee, McNairy",292,2,2
Winfield,"Tennessee, Scott",963,9,3
Vanleer,"Tennessee, Dickson",377,3,7
Red Bank,"Tennessee, Hamilton",11754,1,4
Normandy,"Tennessee, Bedford",148,1,8
Maury City,"Tennessee, Crockett",670,6,0
Ardmore,"Tennessee, Giles",1234,1,4
Yorkville,"Tennessee, Gibson",261,2,1
Clarksville,"Tennessee, Montgomery",182849,1,9
Atoka,"Tennessee, Tipton",20717,2,7
Maryville,"Tennessee, Blount",28765,2,5
Dandridge,"Tennessee, Jefferson",5216,5,6
Mosheim,"Tennessee, Greene",2289,2,9
Green Hill,"Tennessee, Wilson",7117,7,7
Bowman,"Tennessee, Cumberland",195,1,5
Spencer,"Tennessee, Van Buren",1637,1,7
Somerville,"Tennessee, Fayette",3200,3,0
Graysville,"Tennessee, Rhea",1549,1,9
Burns,"Tennessee, Dickson",1500,1,0
Altamont,"Tennessee, Grundy",1027,1,7
Oakdale,"Tennessee, Morgan",208,2,8
Graball,"Tennessee, Sumner",213,2,3
Alamo,"Tennessee, Crockett",2329,2,9
Plainview,"Tennessee, Union",2095,2,5
South Cleveland,"Tennessee, Bradley",7882,7,2
Harriman,"Tennessee, Roane",22804,2,4
Etowah,"Tennessee, McMinn",4096,4,6
Sevierville,"Tennessee, Sevier",24958,2,8
Hornbeak,"Tennessee, Obion",388,3,8
Bulls Gap,"Tennessee, Hawkins",714,7,4
Rural Hill,"Tennessee, Wilson",1897,1,7
Halls,"Tennessee, Lauderdale",2587,2,7
Wildwood Lake,"Tennessee, Bradley",3668,3,8
Eagleton Village,"Tennessee, Blount",5163,5,3
Garland,"Tennessee, Tipton",303,3,3
Ridgeside,"Tennessee, Hamilton",429,4,9
McLemoresville,"Tennessee, Carroll",333,3,3
Tellico Village,"Tennessee, Loudon",5890,5,0
Pittman Center,"Tennessee, Sevier",572,5,2
Petersburg,"Tennessee, Lincoln",551,5,1
Monteagle,"Tennessee, Marion",1177,1,7
New Market,"Tennessee, Jefferson",1349,1,9
Lobelville,"Tennessee, Perry",879,8,9
Charleston,"Tennessee, Bradley",681,6,1
Signal Mountain,"Tennessee, Hamilton",8560,8,0
Telford,"Tennessee, Washington",814,8,4
Caryville,"Tennessee, Campbell",2164,2,4
Parker's Crossroads,"Tennessee, Henderson",327,3,7
Norris,"Tennessee, Anderson",3301,3,1
Walnut Grove,"Tennessee, Sumner",1018,1,8
Westmoreland,"Tennessee, Sumner",2310,2,0
Waynesboro,"Tennessee, Wayne",2337,2,7
Franklin,"Tennessee, Williamson",78321,7,1
Centertown,"Tennessee, Warren",248,2,8
Chesterfield,"Tennessee, Henderson",452,4,2
Fairmount,"Tennessee, Hamilton",2681,2,1
Bethpage,"Tennessee, Sumner",445,4,5
Cookeville,"Tennessee, Putnam",48587,4,7
Big Sandy,"Tennessee, Benton",520,5,0
Cottontown,"Tennessee, Sumner",440,4,0
Athens,"Tennessee, McMinn",16170,1,0
Fairfield,"Tennessee, Sumner",131,1,1
Coalmont,"Tennessee, Grundy",843,8,3
Mooresburg,"Tennessee, Hawkins",778,7,8
Mascot,"Tennessee, Knox",2379,2,9
Rutherford,"Tennessee, Gibson",1086,1,6
Smyrna,"Tennessee, Rutherford",49969,4,9
Bean Station,"Tennessee, Grainger",3114,3,4
Shackle Island,"Tennessee, Sumner",2694,2,4
Springfield,"Tennessee, Robertson",17777,1,7
Pigeon Forge,"Tennessee, Sevier",6238,6,8
Spurgeon,"Tennessee, Sullivan",4148,4,8
Guys,"Tennessee, McNairy",459,4,9
Spring Hill,"Tennessee, Maury",42563,4,3
Millersville,"Tennessee, Sumner",6854,6,4
Gainesboro,"Tennessee, Jackson",942,9,2
Cross Plains,"Tennessee, Robertson",1796,1,6
Shelbyville,"Tennessee, Bedford",21182,2,2
Watauga,"Tennessee, Carter",356,3,6
Middle Valley,"Tennessee, Hamilton",12252,1,2
Jackson,"Tennessee, Madison",73685,7,5
Church Hill,"Tennessee, Hawkins",6674,6,4
Huntland,"Tennessee, Franklin",846,8,6
Lone Oak,"Tennessee, Sequatchie",862,8,2
Tiptonville,"Tennessee, Lake",4325,4,5
Alcoa,"Tennessee, Blount",10228,1,8
Livingston,"Tennessee, Overton",3455,3,5
Loretto,"Tennessee, Lawrence",1761,1,1
Gallaway,"Tennessee, Fayette",655,6,5
Cottage Grove,"Tennessee, Henry",86,8,6
Seymour,"Tennessee, Sevier",10574,1,4
Moscow,"Tennessee, Fayette",526,5,6
Midtown,"Tennessee, Roane",1443,1,3
Walnut Hill,"Tennessee, Sullivan",2176,2,6
Orlinda,"Tennessee, Robertson",906,9,6
Gleason,"Tennessee, Weakley",1375,1,5
Scotts Hill,"Tennessee, Decatur",975,9,5
Coalfield,"Tennessee, Morgan",2567,2,7
Wildwood,"Tennessee, Blount",906,9,6
Banner Hill,"Tennessee, Unicoi",1375,1,5
Ridgely,"Tennessee, Lake",1678,1,8
New Tazewell,"Tennessee, Claiborne",4123,4,3
Troy,"Tennessee, Obion",1278,1,8
Williston,"Tennessee, Fayette",382,3,2
Dodson Branch,"Tennessee, Jackson",1209,1,9
Murfreesboro,"Tennessee, Rutherford",167055,1,5
Woodbury,"Tennessee, Cannon",2714,2,4
Fairview,"Tennessee, Williamson",7233,7,3
New Union,"Tennessee, Coffee",1876,1,6
Red Boiling Springs,"Tennessee, Macon",1143,1,3
Woodland Mills,"Tennessee, Obion",358,3,8
Trezevant,"Tennessee, Carroll",843,8,3
Braden,"Tennessee, Fayette",262,2,2
Tullahoma,"Tennessee, Coffee",17781,1,1
Knoxville,"Tennessee, Knox",585249,5,9
Clarkrange,"Tennessee, Fentress",821,8,1
Pelham,"Tennessee, Grundy",405,4,5
Walden,"Tennessee, Hamilton",2118,2,8
Olivet,"Tennessee, Hardin",1539,1,9
Eastview,"Tennessee, McNairy",693,6,3
Crump,"Tennessee, Hardin",1466,1,6
Falling Water,"Tennessee, Hamilton",1269,1,9
Elgin,"Tennessee, Scott",313,3,3
Sweetwater,"Tennessee, Monroe",5522,5,2
Hickory Valley,"Tennessee, Hardeman",94,9,4
Smithville,"Tennessee, DeKalb",4246,4,6
Centerville,"Tennessee, Hickman",3563,3,3
Puryear,"Tennessee, Henry",668,6,8
Three Way,"Tennessee, Madison",1675,1,5
Ooltewah,"Tennessee, Hamilton",512,5,2
Jacksboro,"Tennessee, Campbell",1932,1,2
Nolensville,"Tennessee, Williamson",8169,8,9
Gates,"Tennessee, Lauderdale",633,6,3
Slayden,"Tennessee, Dickson",189,1,9
Jefferson City,"Tennessee, Jefferson",8346,8,6
Michie,"Tennessee, McNairy",588,5,8
Harrison,"Tennessee, Hamilton",7427,7,7
Milledgeville,"Tennessee, McNairy",261,2,1
Palmer,"Tennessee, Grundy",663,6,3
Dyersburg,"Tennessee, Dyer",21043,2,3
Tellico Plains,"Tennessee, Monroe",936,9,6
Englewood,"Tennessee, McMinn",1519,1,9
